frame,timestamp_s,motion_score,changed_pct,motion_level
810,33.750,0.127,0.000,Low
811,33.792,0.076,0.000,Low
812,33.833,0.036,0.000,Low
813,33.875,0.210,0.000,Low
814,33.917,0.116,0.000,Low
815,33.958,0.097,0.000,Low
816,34.000,0.407,0.000,Low
817,34.042,0.273,0.000,Low
818,34.083,0.291,0.000,Low
819,34.125,0.216,0.000,Low
820,34.167,0.269,0.000,Low
821,34.208,0.329,0.000,Low
822,34.250,0.235,0.000,Low
823,34.292,0.333,0.000,Low
824,34.333,0.242,0.000,Low
825,34.375,0.201,0.000,Low
826,34.417,0.309,0.000,Low
827,34.458,0.279,0.000,Low
828,34.500,0.172,0.000,Low
829,34.542,0.317,0.000,Low
830,34.583,1.031,0.692,Low
831,34.625,1.045,0.000,Low
832,34.667,1.088,0.000,Low
833,34.708,1.155,0.000,Low
834,34.750,0.973,0.000,Low
835,34.792,0.872,0.000,Low
836,34.833,15.562,18.728,High
837,34.875,8.250,0.951,Medium
838,34.917,7.458,0.001,Medium
839,34.958,21.433,33.918,High
840,35.000,4.828,0.000,Low
841,35.042,9.998,4.427,Medium
842,35.083,5.928,0.261,Medium
843,35.125,9.674,5.726,Medium
844,35.167,6.585,1.109,Medium
845,35.208,14.498,15.072,Medium
846,35.250,5.377,2.367,Medium
847,35.292,7.810,7.486,Medium
848,35.333,3.036,1.023,Low
849,35.375,4.955,4.211,Low
850,35.417,2.445,0.539,Low
851,35.458,4.229,3.427,Low
852,35.500,1.197,0.005,Low
853,35.542,4.091,3.524,Low
854,35.583,0.278,0.000,Low
855,35.625,3.841,3.012,Low
856,35.667,0.320,0.000,Low
857,35.708,3.198,2.411,Low
858,35.750,0.075,0.000,Low
859,35.792,2.774,1.923,Low
860,35.833,0.075,0.000,Low
861,35.875,2.028,1.108,Low
862,35.917,69.363,83.909,High
863,35.958,0.001,0.000,Low
864,36.000,0.170,0.000,Low
865,36.042,0.629,0.000,Low
866,36.083,0.529,0.000,Low
867,36.125,0.500,0.000,Low
868,36.167,0.641,0.000,Low
869,36.208,0.560,0.000,Low
870,36.250,0.523,0.000,Low
871,36.292,0.615,0.000,Low
872,36.333,0.546,0.000,Low
873,36.375,0.541,0.000,Low
874,36.417,0.630,0.000,Low
875,36.458,0.536,0.000,Low
876,36.500,0.538,0.000,Low
877,36.542,0.639,0.000,Low
878,36.583,0.580,0.000,Low
879,36.625,0.538,0.000,Low
880,36.667,1.689,1.137,Low
881,36.708,0.580,0.000,Low
882,36.750,0.544,0.000,Low
883,36.792,0.613,0.000,Low
884,36.833,0.585,0.000,Low
885,36.875,0.534,0.000,Low
886,36.917,0.626,0.000,Low
887,36.958,0.566,0.000,Low
888,37.000,0.579,0.000,Low
889,37.042,0.627,0.000,Low
890,37.083,0.588,0.000,Low
891,37.125,0.544,0.000,Low
892,37.167,0.613,0.000,Low
893,37.208,0.583,0.000,Low
894,37.250,0.553,0.000,Low
895,37.292,0.675,0.000,Low
896,37.333,0.588,0.000,Low
897,37.375,0.566,0.000,Low
898,37.417,0.638,0.000,Low
899,37.458,0.604,0.000,Low
900,37.500,0.571,0.000,Low
901,37.542,0.637,0.000,Low
902,37.583,0.591,0.000,Low
903,37.625,0.571,0.000,Low
904,37.667,0.637,0.000,Low
905,37.708,0.586,0.000,Low
906,37.750,0.579,0.000,Low
907,37.792,0.661,0.000,Low
908,37.833,0.605,0.000,Low
909,37.875,0.568,0.000,Low
910,37.917,0.661,0.000,Low
911,37.958,0.582,0.000,Low
912,38.000,0.843,0.000,Low
913,38.042,0.634,0.000,Low
914,38.083,0.606,0.000,Low
915,38.125,0.585,0.000,Low
916,38.167,0.656,0.000,Low
917,38.208,0.593,0.000,Low
918,38.250,1.599,1.093,Low
919,38.292,0.668,0.000,Low
920,38.333,0.625,0.000,Low
921,38.375,0.596,0.000,Low
922,38.417,0.688,0.001,Low
923,38.458,0.614,0.004,Low
924,38.500,0.614,0.003,Low
925,38.542,0.692,0.001,Low
926,38.583,0.617,0.003,Low
927,38.625,0.615,0.000,Low
928,38.667,0.685,0.001,Low
929,38.708,0.611,0.000,Low
930,38.750,0.621,0.000,Low
931,38.792,0.667,0.000,Low
932,38.833,0.623,0.000,Low
933,38.875,0.586,0.000,Low
934,38.917,0.701,0.001,Low
935,38.958,0.633,0.000,Low
936,39.000,0.620,0.000,Low
937,39.042,0.674,0.000,Low
938,39.083,0.601,0.000,Low
939,39.125,0.638,0.000,Low
940,39.167,0.708,0.000,Low
941,39.208,0.638,0.000,Low
942,39.250,0.604,0.000,Low
943,39.292,0.650,0.000,Low
944,39.333,0.643,0.000,Low
945,39.375,0.022,0.000,Low
